BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_300_0.7_1,2164.13,7.213999999999999,14.4,67.6,70111.5243815879,11908.617365046264,7019.0,6.8,20160.0,5025.2,5519.2,0.0,0.0,300.0,67.6,6.330399999999999,1.646666666666667,5912.2,293.4,6565.4
Gen_Data_300_0.7_2,2186.942,7.287999999999999,9.6,72.2,74633.33228483413,11631.876891023227,7336.2,26.4,20159.2,4699.8,5132.8,0.0,0.0,300.0,72.2,4.1044,1.4433333333333331,5699.4,296.2,6168.4
Gen_Data_300_0.7_3,2056.002,6.852000000000001,9.4,63.4,65901.72055931209,12098.371284626317,6822.8,19.0,20158.4,5121.0,5562.6,0.0,0.0,300.0,63.4,5.818,1.472,5998.0,295.8,6084.2
Gen_Data_300_0.7_4,2007.252,6.688,9.0,61.6,64180.21335906689,11721.009192959033,7170.4,7.4,20160.0,4904.2,5541.2,0.0,0.0,300.0,61.6,6.404999999999999,2.1233333333333335,5587.4,297.8,5847.8
Gen_Data_300_0.7_5,2182.3360000000002,7.276000000000001,12.8,67.4,69925.06114485509,11518.347304076882,7422.0,2.4,20158.4,4909.6,5451.4,0.0,0.0,300.0,67.4,7.0396,1.8060000000000003,5441.6,297.6,6828.8
Gen_Data_300_0.7_6,2024.9800000000002,6.748,9.8,62.2,64691.07381708538,11900.18773653196,7022.0,19.0,20160.0,5094.4,5408.0,0.0,0.0,300.0,62.2,3.6292,1.0453333333333334,5603.2,288.8,5744.4
Gen_Data_300_0.7_7,2234.7879999999996,7.45,9.4,75.8,78158.41531724486,11598.531659059367,7383.6,7.6,20160.0,5001.2,5332.0,0.0,0.0,300.0,75.8,4.4438,1.1026666666666667,5558.2,299.6,5977.2
Gen_Data_300_0.7_8,2185.4719999999998,7.286,10.4,72.4,74817.04328505506,11599.218447141997,7367.0,3.8,20160.0,4924.8,5379.6,0.0,0.0,300.0,72.4,5.367,1.516,5527.4,292.6,6506.8
Gen_Data_300_0.7_9,1995.5879999999997,6.65,13.8,60.0,62573.94579756937,11583.335581812993,7319.2,7.4,20160.0,4667.8,5074.6,0.0,0.0,300.0,60.0,5.292199999999999,1.356,5581.6,295.2,6295.8
Gen_Data_300_0.7_10,2314.588,7.714,14.0,77.0,79380.28504102724,12161.561708507865,6821.6,8.4,20160.0,5175.4,5646.2,0.0,0.0,300.0,77.0,5.702999999999999,1.5693333333333332,5934.0,298.8,5963.6
