ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing
Gen_Data_100_1,1308.89,21.42,10,14,14915.610025594666,4530.389558288853,416,10,5386,1722,1973,40,2,60,12,10.216
Gen_Data_100_2,1378.36,22.54,16,22,22922.250950182835,4636.728026089092,432,34,5469,1821,2454,40,0,60,22,17.914
Gen_Data_100_3,1358.22,22.27,9,12,12947.905807618687,4786.673841721047,301,0,5538,1698,1995,40,1,60,11,7.49
Gen_Data_100_4,1311.87,21.49,15,16,17019.111027640254,4684.838355556912,284,13,5398,2027,2766,40,0,60,16,20.861
Gen_Data_100_5,1255.34,20.57,16,14,15008.24366315111,4579.011992980108,304,2,5325,2019,2697,40,0,60,14,17.208
Gen_Data_100_6,1306.2,21.39,12,9,10067.59672963358,4593.205723020075,338,14,5389,1825,2410,40,1,60,8,21.55
Gen_Data_100_7,1353.75,22.14,19,14,14910.166520779872,4700.964290599224,269,21,5408,1609,1867,40,1,60,13,7.23
Gen_Data_100_8,1336.49,21.86,11,20,20939.385810519885,4832.8887113922965,345,8,5582,1798,2408,40,0,60,20,16.518
Gen_Data_100_9,1338.71,21.95,19,16,16981.6943292356,4641.459087483524,427,40,5494,1664,2329,40,0,60,16,15.751
Gen_Data_100_10,1367.72,22.41,19,10,11049.674985244754,4600.318862377666,450,0,5514,1698,2193,40,1,60,9,15.836
