DataSize,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing
20,3.871,0.485,1.0,2.8,2973.155291005291,1030.2568020514104,1050.4,0.0,2242.9,213.7,216.4,12.0,1.2,8.0,1.6,0.5625
100,357.889,8.947000000000003,4.8,1.5,2491.334787690518,4934.399364899417,4555.4,0.0,9999.4,1241.1,1260.4,60.0,0.2,40.0,1.3,0.5535
300,1201.85,10.016363636363637,5.090909090909091,7.545454545454546,10493.654301924134,14365.963760345592,15355.727272727272,0.09090909090909091,31228.18181818182,3794.090909090909,3858.181818181818,180.0,0.0,120.0,7.545454545454546,0.513
500,2038.7866666666669,10.194444444444445,6.555555555555555,7.222222222222222,12158.604658185275,23623.328788217925,25205.222222222223,0.0,51360.77777777778,6615.888888888889,6641.0,300.0,0.0,200.0,7.222222222222222,0.1488888888888889
