ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_300_1,12292.84145680593,9.0
Gen_Data_300_2,17564.52908409024,14.333333333333334
Gen_Data_300_3,18260.862311046458,15.0
Gen_Data_300_4,20859.31374422522,17.666666666666668
Gen_Data_300_5,15648.176480501315,12.333333333333334
Gen_Data_300_6,11353.565672760204,8.0
Gen_Data_300_7,16550.07654163553,13.333333333333334
Gen_Data_300_8,17217.776790386535,14.0
Gen_Data_300_9,10814.412551709582,7.666666666666667
Gen_Data_300_10,16185.316506657482,13.0
