BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_300_0.7_1,2378.886,19.826,16.0,2.2,5242.923249474868,15886.08662098672,1535.4,6.8,18950.8,5776.6,6071.8,180.0,0.0,120.0,2.2,2.8638
Gen_Data_300_0.7_2,2386.726,19.89,11.4,1.6,4633.1146855060815,16290.120446261164,1674.2,14.0,19491.8,6877.2,7116.0,180.0,0.0,120.0,1.6,3.6588000000000003
Gen_Data_300_0.7_3,2395.832,19.964000000000002,14.4,2.2,5284.364046516482,16090.245002346064,1660.8,22.6,19287.2,6714.6,7205.4,180.0,0.0,120.0,2.2,6.0724
Gen_Data_300_0.7_4,2373.0260000000003,19.774,10.4,0.2,3252.716000563071,16131.080705035089,1644.2,7.2,19321.0,6295.8,6550.2,180.0,0.0,120.0,0.2,2.6226
Gen_Data_300_0.7_5,2408.946,20.074,17.8,2.6,5658.480704496906,16149.37963124302,1803.6,30.0,19468.2,6432.8,6822.6,180.0,0.0,120.0,2.6,4.0814
Gen_Data_300_0.7_6,2397.832,19.982,10.6,1.4,4414.130462813478,16200.829636889897,1639.8,9.2,19367.4,6198.4,6345.6,180.0,0.0,120.0,1.4,2.1094
Gen_Data_300_0.7_7,2408.592,20.073999999999998,16.0,8.6,11603.722611593173,16431.23056535252,1365.4,7.6,19302.4,6766.8,7207.0,180.0,0.0,120.0,8.6,5.1798
Gen_Data_300_0.7_8,2409.7580000000003,20.082,13.6,1.8,4873.0927293012555,16246.389012483478,1586.2,28.0,19373.6,7430.0,7862.0,180.0,0.0,120.0,1.8,5.8264
Gen_Data_300_0.7_9,2403.7140000000004,20.029999999999998,13.8,0.0,3057.5924630739155,16097.390842220653,1683.8,34.6,19333.2,6723.0,7019.2,180.0,0.0,120.0,0.0,4.2326
Gen_Data_300_0.7_10,2391.7320000000004,19.932,18.8,6.0,9026.562333915877,15900.238683925307,1755.0,8.0,19174.8,6406.0,6804.0,180.0,0.0,120.0,6.0,4.544199999999999
