BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean
Gen_Data_300_0.7_1,1201.0800000000002,0.0,0.0,0.0,2999.9999999999854,15394.514520519477,197.0,0.0,17103.0,5826.0,5826.0,180.0,0.0,120.0,0.0,0.0,0.0
Gen_Data_300_0.7_2,1200.9779999999998,0.0,0.0,0.0,3006.9132671744146,16108.032239425287,235.8,0.0,17862.8,6920.0,6956.2,180.0,0.0,120.0,0.0,1.0734,0.12066666666666666
Gen_Data_300_0.7_3,1200.9100000000003,0.0,0.0,0.0,3013.9060420997016,15557.869758591527,179.6,1.4,17264.4,6806.0,6879.4,180.0,0.0,120.0,0.0,1.5674000000000001,0.24466666666666664
Gen_Data_300_0.7_4,1200.908,0.0,0.0,0.0,3007.4327296872934,15318.625095095787,197.2,0.0,17039.6,6297.0,6332.6,180.0,0.0,120.0,0.0,0.8373999999999999,0.11866666666666666
Gen_Data_300_0.7_5,1200.9680000000003,0.0,0.0,0.0,3004.9409402198316,15503.63411840775,343.2,0.0,17358.0,6503.0,6530.4,180.0,0.0,120.0,0.0,0.9098,0.09133333333333334
Gen_Data_300_0.7_6,1201.108,0.0,0.0,1.0,3989.9999999991733,15692.450982368435,219.6,0.0,17423.8,6204.0,6204.0,180.0,1.0,120.0,0.0,0.0,0.0
Gen_Data_300_0.7_7,1200.902,0.0,0.0,0.0,3032.0976195437497,15872.540867593689,246.2,5.2,17649.0,7008.0,7162.0,180.0,0.0,120.0,0.0,2.4416,0.5133333333333333
Gen_Data_300_0.7_8,1201.0880000000002,0.0,0.0,0.0,3024.9557311797544,15726.76003279881,254.0,0.0,17512.4,7495.0,7618.8,180.0,0.0,120.0,0.0,2.5571999999999995,0.4126666666666666
Gen_Data_300_0.7_9,1200.922,0.0,0.0,0.0,3003.566934280238,15795.151227384815,202.0,0.0,17527.2,6723.0,6744.2,180.0,0.0,120.0,0.0,0.5078,0.07066666666666667
Gen_Data_300_0.7_10,1201.0,0.0,0.0,0.0,3024.8655822442925,15492.288974962188,225.6,0.0,17250.2,6553.0,6678.0,180.0,0.0,120.0,0.0,2.0514,0.4166666666666667
