ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing
Gen_Data_100_1,357.0,8.93,7,8,8957.121909580368,7336.756290579887,2792,0,10608,3884,4081,60,1,40,7,6.948
Gen_Data_100_2,375.68,9.39,6,15,15929.102490285297,6693.483289165542,3812,0,10947,3838,4243,60,10,40,5,10.801
Gen_Data_100_3,361.03,9.03,11,7,8019.698773897291,6973.364839704511,3346,0,10803,4426,4954,60,3,40,4,15.177
Gen_Data_100_4,358.02,8.95,3,6,6998.051056077665,6689.864534536115,2957,0,10136,3896,4210,60,4,40,2,11.876
Gen_Data_100_5,380.2,9.51,12,6,7060.603982110142,6814.949382008079,3834,3,11139,3955,4645,60,0,40,6,11.574
Gen_Data_100_6,343.57,8.59,8,13,13910.616567433828,6446.721526637334,3860,14,10758,3651,3949,60,10,40,3,9.444
Gen_Data_100_7,355.09,8.88,7,9,9990.128660220087,6975.199071747431,2936,0,10381,4029,4510,60,5,40,4,12.121
Gen_Data_100_8,364.62,9.12,11,10,10992.443789597108,6604.3411554580025,3683,11,10767,3720,4262,60,4,40,6,10.48
Gen_Data_100_9,354.97,8.87,10,9,10021.409056131884,6539.330832860763,3801,0,10820,3983,4586,60,2,40,7,16.418
Gen_Data_100_10,373.61,9.34,10,7,8057.998101682619,6689.203383524348,3305,0,10476,4044,4893,60,6,40,1,16.847
