ScenarioName,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_100_1,861.876,20.04,7.0,9.6,10606.11170027241,3944.9033748256857,309.4,49.8,4715.4,2711.4,2308.2,100.0,0.0,40.0,9.6,11.7626
Gen_Data_100_2,868.7760000000001,20.04,6.4,8.4,9481.685915743621,3802.9748492309895,320.2,55.6,4588.6,2721.6,2422.8,100.0,0.0,40.0,8.4,16.014
Gen_Data_100_3,861.732,20.04,6.4,12.0,13006.445154754116,3971.662250354657,398.8,56.8,4814.6,2670.0,2258.2,100.0,0.8,40.0,11.2,14.6238
Gen_Data_100_4,861.78,20.036,4.8,13.0,13982.13058118525,3896.4357998195787,344.6,42.6,4679.4,2512.6,2251.0,100.0,0.0,40.0,13.0,15.7406
Gen_Data_100_5,868.9979999999999,20.038,5.8,7.2,8274.040565108537,4050.7136015324113,279.6,65.2,4799.2,2825.4,2495.8,100.0,0.0,40.0,7.2,16.1188
Gen_Data_100_6,861.47,20.038,8.4,12.4,13452.737731374966,3852.7709313136097,399.6,63.0,4695.4,2696.8,2521.2,100.0,1.0,40.0,11.4,20.889000000000003
Gen_Data_100_7,861.1880000000001,20.038,5.8,9.6,10641.150801343474,3991.371537647986,257.0,62.4,4704.8,2882.6,2490.2,100.0,0.0,40.0,9.6,16.8148
Gen_Data_100_8,869.164,20.04,6.0,10.4,11408.827761706943,3785.7820770766293,360.4,48.0,4603.8,2420.2,2098.6,100.0,0.4,40.0,10.0,10.603200000000001
Gen_Data_100_9,869.8100000000001,20.036,6.0,11.2,12281.145229529644,3996.4243816229405,258.2,63.0,4705.2,3099.2,2759.6,100.0,0.2,40.0,11.0,19.174
Gen_Data_100_10,867.684,20.042,8.0,6.8,7840.896312201736,3984.795754597553,326.0,74.2,4784.0,2493.2,2112.4,100.0,1.0,40.0,5.8,11.065000000000001
