ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_500_1,8045.685184637508,2.6
Gen_Data_500_2,15943.51803980814,10.4
Gen_Data_500_3,18680.528967664228,13.2
Gen_Data_500_4,10953.99716542505,5.4
Gen_Data_500_5,7000.724356330546,1.6
Gen_Data_500_6,21016.458935851806,15.6
Gen_Data_500_7,11177.418448172451,5.6
Gen_Data_500_8,10615.911930221593,5.0
Gen_Data_500_9,13237.533767671051,7.8
Gen_Data_500_10,9231.814088573365,3.6
