ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_100_0.7_1_Run2,1200.82,0.0,0,13,14019.673952883535,4666.566851560047,224,78,5331,2074,2789,0,13,100,0,16.43,7.15
Gen_Data_100_0.7_2_Run2,1200.57,0.0,0,6,7077.231908905058,5338.282561672492,235,19,6052,2157,2722,0,6,100,0,12.622,5.65
Gen_Data_100_0.7_3_Run2,1200.85,0.0,0,6,7107.18364323723,5060.6344666054765,232,16,5767,1988,2554,0,6,100,0,13.722,5.66
Gen_Data_100_0.7_4_Run2,1200.72,0.0,0,5,6179.527519702469,4805.3896491535825,380,42,5670,2170,3039,0,5,100,0,21.351,8.69
Gen_Data_100_0.7_5_Run2,1200.53,0.0,0,5,5992.368601985978,4751.194248630242,272,2,5515,1824,2016,0,5,100,0,7.212,1.92
Gen_Data_100_0.7_6_Run2,1200.86,0.0,0,4,5117.03166470981,5124.353148570288,209,41,5822,2181,2793,0,4,100,0,13.929,6.12
Gen_Data_100_0.7_7_Run2,1201.04,0.0,0,4,5067.323631026493,4669.040785237467,315,10,5475,1833,2148,0,4,100,0,8.866,3.15
Gen_Data_100_0.7_8_Run2,1200.85,0.0,0,3,4058.717996774446,4881.084089843744,282,22,5658,1997,2318,0,3,100,0,9.586,3.21
Gen_Data_100_0.7_9_Run2,1200.57,0.0,0,5,6060.439903455245,4887.089884767588,377,27,5749,2004,2438,0,5,100,0,11.135,4.34
Gen_Data_100_0.7_10_Run2,1201.0,0.0,0,9,9991.048627160988,5000.928637865392,531,47,5995,1807,2072,0,9,100,0,7.043,2.65
