ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_100_0.7_1_Run2,834.12,8.34,0,39,39624.420634920636,4003.787036746608,1776,0,6116,1468,1492,0,0,100,39,1.754,0.24
Gen_Data_100_0.7_2_Run2,643.77,6.44,1,29,29710.0,4365.97822848769,1672,0,6435,1613,1613,0,0,100,29,0.0,0.0
Gen_Data_100_0.7_3_Run2,705.03,7.05,2,32,32693.365800865802,4130.322994083217,1704,0,6206,1432,1476,0,0,100,32,1.93,0.44
Gen_Data_100_0.7_4_Run2,647.5,6.47,1,28,28726.262626262625,4229.256735252263,1852,0,6472,1683,1713,0,0,100,28,2.807,0.3
Gen_Data_100_0.7_5_Run2,585.92,5.86,2,26,26769.898550724636,4223.75299002709,1711,0,6338,1378,1440,0,0,100,26,1.535,0.62
Gen_Data_100_0.7_6_Run2,756.01,7.56,2,35,35682.16361556064,4501.97069450713,1657,0,6518,1523,1611,0,0,100,35,2.193,0.88
Gen_Data_100_0.7_7_Run2,557.67,5.58,2,24,24798.514285714286,4063.928268556095,1764,0,6248,1436,1518,0,0,100,24,3.822,0.82
Gen_Data_100_0.7_8_Run2,668.28,6.68,2,30,30708.10443176832,4099.349245517282,1916,0,6393,1446,1485,0,0,100,30,2.193,0.39
Gen_Data_100_0.7_9_Run2,550.37,5.5,0,24,24793.8,4620.300570321882,1378,0,6423,1549,1605,0,0,100,24,1.93,0.56
Gen_Data_100_0.7_10_Run2,641.23,6.41,0,29,29722.006135787648,4440.953882728259,1642,0,6477,1351,1401,0,0,100,29,1.93,0.5
