ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_100_0.7_1_Run5,255.24,6.38,11,3,4029.075023498669,5096.777714993595,541,11,6139,2101,2325,60,0,40,3,2.954,2.24
Gen_Data_100_0.7_2_Run5,277.97,6.95,16,0,1079.9693216253772,5009.057163117571,508,12,6030,2014,2382,60,0,40,0,8.513,3.68
Gen_Data_100_0.7_3_Run5,282.08,7.05,12,3,4007.0563341047255,5286.810580308033,484,2,6269,2109,2289,60,0,40,3,5.6,1.8
Gen_Data_100_0.7_4_Run5,343.99,8.6,15,5,6016.391328496144,4936.898789151233,412,0,5835,1938,2157,60,0,40,5,6.966,2.19
Gen_Data_100_0.7_5_Run5,305.84,7.65,12,2,3018.1959095475618,4924.242338656016,639,21,6074,2154,2369,60,0,40,2,5.763,2.15
Gen_Data_100_0.7_6_Run5,305.82,7.65,17,3,4072.414982097052,5159.528301804797,487,14,6139,2200,2631,60,0,40,3,13.164,4.31
Gen_Data_100_0.7_7_Run5,295.26,7.38,15,5,6053.614327168969,4835.3987558735125,469,18,5792,2095,2559,60,0,40,5,13.651,4.64
Gen_Data_100_0.7_8_Run5,304.14,7.6,11,2,3011.7560431055012,4813.233225556554,519,15,5838,1886,2043,60,0,40,2,4.352,1.57
Gen_Data_100_0.7_9_Run5,305.82,7.65,10,4,5036.41777842699,5278.244409870824,498,10,6271,2215,2573,60,0,40,4,8.191,3.58
Gen_Data_100_0.7_10_Run5,254.61,6.37,9,0,1049.1250168340625,5018.1792235653065,412,2,5943,1887,2093,60,0,40,0,5.331,2.06
