ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_100_0.7_1_Run5,316.56,7.91,10,4,5010.021220159151,4726.712434580383,638,11,5851,2052,2236,60,0,40,4,2.183,1.84
Gen_Data_100_0.7_2_Run5,363.32,9.08,14,0,1069.9992588674265,5010.4784328688065,240,3,5760,2014,2310,60,0,40,0,6.696,2.96
Gen_Data_100_0.7_3_Run5,384.94,9.62,13,3,4045.308328663179,5006.401671376739,574,7,6071,2109,2428,60,0,40,3,7.006,3.19
Gen_Data_100_0.7_4_Run5,422.19,10.55,16,4,5056.108026022939,4701.298169751416,285,30,5475,1955,2331,60,0,40,4,10.031,3.76
Gen_Data_100_0.7_5_Run5,293.08,7.33,9,3,3995.879350852172,5100.430974337515,442,0,6041,2100,2224,60,0,40,3,4.782,1.24
Gen_Data_100_0.7_6_Run5,322.81,8.07,13,4,5056.95144225975,4768.516109284345,314,28,5571,2188,2653,60,0,40,4,14.218,4.65
Gen_Data_100_0.7_7_Run5,347.04,8.68,13,7,8008.691114357066,4816.466734416347,397,21,5686,1980,2347,60,0,40,7,11.528,3.67
Gen_Data_100_0.7_8_Run5,394.93,9.87,9,3,3998.8487755227934,4685.376221934184,594,2,5771,1862,1979,60,0,40,3,3.488,1.17
Gen_Data_100_0.7_9_Run5,370.64,9.27,14,4,5034.461993932446,4970.512511256684,219,0,5679,2247,2617,60,0,40,4,8.94,3.7
Gen_Data_100_0.7_10_Run5,307.08,7.68,9,1,2056.118697891682,4962.137775203075,515,18,5980,1880,2179,60,0,40,1,8.009,2.99
