BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_100_0.7_1,904.0620000000001,9.040000000000001,0.0,42.0,42616.133699633705,3825.8433040791338,1992.6,0.0,6140.4,1418.4,1509.6,0.0,0.0,100.0,42.0,3.0704000000000002,0.9120000000000001,885.6,94.2,2494.0
Gen_Data_100_0.7_2,838.994,8.388000000000002,2.0,38.0,38620.0,3802.515769313765,2281.0,0.0,6431.0,1366.0,1366.0,0.0,0.0,100.0,38.0,0.0,0.0,1294.0,97.0,2517.0
Gen_Data_100_0.7_3,892.458,8.921999999999999,0.0,41.0,41597.82608695652,3590.0215352103087,2149.0,0.0,6067.0,1266.0,1284.0,0.0,0.0,100.0,41.0,0.877,0.18,1123.0,97.0,2407.0
Gen_Data_100_0.7_4,677.4440000000001,6.773999999999999,0.2,30.0,30723.375476410576,4123.173629708473,1915.2,0.0,6426.4,1561.4,1642.8,0.0,0.0,100.0,30.0,3.94,0.8140000000000001,1298.8,98.4,2599.8
Gen_Data_100_0.7_5,754.872,7.546000000000001,2.0,34.0,34680.447957839264,3510.462067849123,2371.6,0.0,6251.0,1202.8,1240.8,0.0,0.0,100.0,34.0,1.9300000000000002,0.38,1252.0,98.0,2197.6
Gen_Data_100_0.7_6,934.866,9.346,2.0,43.6,44190.64419705076,3718.540891337771,2468.2,0.0,6497.0,1270.0,1360.0,0.0,0.0,100.0,43.6,3.9650000000000007,0.9,1022.8,96.0,2400.0
Gen_Data_100_0.7_7,666.0319999999999,6.659999999999999,3.4,29.0,29740.410714285717,3692.3013697090273,1995.4,0.0,6079.0,1281.4,1356.0,0.0,0.0,100.0,29.0,3.5233999999999996,0.7459999999999999,1256.6,95.0,2216.2
Gen_Data_100_0.7_8,740.324,7.401999999999999,2.0,33.0,33695.67076744384,4005.446709476907,2020.6,0.0,6393.0,1414.6,1548.6,0.0,0.0,100.0,33.0,4.912,1.34,1245.8,97.0,2273.8
Gen_Data_100_0.7_9,849.644,8.498000000000001,1.0,39.0,39615.76271186441,3382.517153527311,2559.0,0.0,6288.0,1097.0,1131.0,0.0,0.0,100.0,39.0,1.316,0.34,1237.0,89.0,2047.0
Gen_Data_100_0.7_10,825.208,8.25,1.0,38.0,38620.0,3654.0169700490032,2472.0,0.0,6467.0,1278.0,1278.0,0.0,0.0,100.0,38.0,0.0,0.0,1188.0,98.0,2175.0
