ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_100_1,1800.7550642330589,0.8
Gen_Data_100_2,1014.9579080550891,0.0
Gen_Data_100_3,1994.8816020022973,1.0
Gen_Data_100_4,2019.4266446508404,1.0
Gen_Data_100_5,1025.0804412964958,0.0
Gen_Data_100_6,2014.3161824747651,1.0
Gen_Data_100_7,2996.7934684876777,2.0
Gen_Data_100_8,1001.4117647058094,0.0
Gen_Data_100_9,1261.722720354421,0.2
Gen_Data_100_10,999.9999999999585,0.0
