BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_300_0.7_1,2263.5,7.545999999999999,12.8,78.0,80419.61203915668,14769.382670463183,2909.4,4.6,18884.0,4771.4,5380.8,0.0,0.0,300.0,78.0,6.6614,2.0313333333333334,6128.4,256.0,6978.2
Gen_Data_300_0.7_2,2611.9139999999998,8.706,11.0,100.4,102537.86183505075,14432.4260312047,3394.8,12.0,18927.4,4101.8,4491.6,0.0,0.0,300.0,100.4,3.7882000000000007,1.2993333333333335,6702.2,265.2,7510.6
Gen_Data_300_0.7_3,2216.516,7.386,7.4,76.6,79052.19514810592,15059.200777176782,3186.4,12.4,19466.6,4881.4,5567.6,0.0,0.0,300.0,76.6,7.208799999999999,2.2873333333333337,6510.2,237.6,6627.8
Gen_Data_300_0.7_4,2356.438,7.854000000000001,11.0,84.8,87077.7535556332,14526.393961617334,3261.6,9.4,18975.0,4602.4,4957.4,0.0,0.0,300.0,84.8,3.9084000000000003,1.1833333333333336,6276.2,268.2,6586.0
Gen_Data_300_0.7_5,2369.496,7.896000000000001,14.4,85.8,88083.1099400055,14738.086319937112,3307.4,32.8,19219.4,4637.6,5022.0,0.0,0.0,300.0,85.8,4.7286,1.2813333333333334,6265.8,256.0,7694.4
Gen_Data_300_0.7_6,2204.638,7.346000000000001,13.6,77.6,79995.0375881994,14633.110668160003,3141.4,5.6,18972.8,4945.6,5478.8,0.0,0.0,300.0,77.6,5.992,1.7773333333333334,5774.4,259.6,6767.0
Gen_Data_300_0.7_7,2402.004,8.004000000000001,15.6,89.2,91484.8951214636,14619.475611844904,3247.8,2.0,19025.8,4701.8,5245.0,0.0,0.0,300.0,89.2,6.780199999999999,1.8106666666666666,6297.6,251.6,7058.4
Gen_Data_300_0.7_8,2301.218,7.67,13.8,82.8,85127.5347732381,14640.255194552814,2949.6,19.2,18774.4,4839.4,5264.8,0.0,0.0,300.0,82.8,5.490600000000001,1.418,6202.0,277.4,7565.8
Gen_Data_300_0.7_9,2205.606,7.351999999999999,13.2,77.0,79375.93209218085,14556.083143094143,3438.8,6.0,19217.4,4290.8,4754.2,0.0,0.0,300.0,77.0,5.2978,1.5446666666666666,6488.2,270.0,7294.0
Gen_Data_300_0.7_10,2341.33,7.803999999999999,13.0,85.8,88130.51648534997,14552.054925818686,3332.6,12.8,19056.4,4860.4,5436.4,0.0,0.0,300.0,85.8,7.0184,1.92,5886.4,270.2,7906.8
