ScenarioName,TotalCost,nTaxi
Gen_Data_100_1,8977.449647723484,8
Gen_Data_100_2,2211.7645184903804,1
Gen_Data_100_3,8059.48215017833,7
Gen_Data_100_4,9019.943787263725,8
Gen_Data_100_5,6007.246415969003,5
Gen_Data_100_6,7076.094505855301,6
Gen_Data_100_7,7063.905577706384,6
Gen_Data_100_8,7043.158987292589,6
Gen_Data_100_9,7169.043578887013,6
Gen_Data_100_10,5016.714352644834,4
